planet_name,planet_alternate_name,planet_name_key,type,planetary_body_type,type_body,star_system,level,gravity,temperature,atmosphere,magnetosphere,water,planet_resources,planet_resources_count,fauna,flora,biomes_cleaned,biomes_simple,traits_cleaned,criteria_match,water_simple,temperature_intensity,pressure_intensity,atmosphere_intensity,gravity_intensity,resources_matched,bodytype_for_predictor_algorithm,temp_for_predictor_algorithm,atmotype_for_predictor_algorithm,mag_for_predictor_algorithm,water_for_predictor_algorithm,predicted_fauna,predicted_flora,fauna_result,flora_result,planet_resources_inorganics,planet_resources_organics,planet_animal_farm_resources,planet_plant_farm_resources,planet_inorganic_resources_count,planet_organic_resources_count,planet_animal_farm_resources_count,planet_plant_farm_resources_count,o2,temperature degree reading,condition,ok for 0 hab skill,temperature_atmosphere,type_body_magnetosphere,predict_irradiation
Eridani VII,,EridaniVII,Gas giant,Planet,Gas giant Planet,Eridani,20,2.78,Deep freeze,H2,Strong,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,4,,2,0.5022,3,5,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Strong,0
Eridani VII-a,,EridaniVIIa,Ice,Moon,Ice Moon,Eridani,20,0.04,Deep freeze,None,None,Safe,"Ar,H2O,Ne",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Ar,H2O,Ne",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Eridani VII-b,,EridaniVIIb,Ice,Moon,Ice Moon,Eridani,20,0.10,Deep freeze,None,None,Chemical,"Ar,H2O",2,None,None,Polar-Ice,Ice,None,66.7%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0,0,"Ar,H2O",,,,2,0,0,0,0%,-197,Ambient Cold,No,Deep freeze None,Ice Moon None,0
Eridani VII-c,,EridaniVIIc,Rock,Moon,Rock Moon,Eridani,20,0.33,Deep freeze,Thin CO2,None,Chemical,"Al,Eu,H2O,He-3,Pb,Ti,U,W",8,None,None,"Cratered,Desert-Rocky,Desert-Sandy,Polar-Ice","Craters,Desert,Ice",Pelted Fields,66.7%,Yes,1,0,0,0,Al,4,0.5022,4,1,3,-1,-1,0,0,"Al,Eu,H2O,He-3,Pb,Ti,U,W",,,,8,0,0,0,0%,-168,"Ambient Cold, Solar Radiation",No,Deep freeze Thin CO2,Rock Moon None,0
Eridani VIII,,EridaniVIII,Gas giant,Planet,Gas giant Planet,Eridani,20,4.21,Deep freeze,H2,Massive,None,,0,None,None,Ocean,Ocean,Unknown,58.3%,No,1,0,0,4,,2,0.5022,3,8,1,-2,-2,0,0,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Massive,0
Eridani VIII-a,,EridaniVIIIa,Ice,Moon,Ice Moon,Eridani,20,0.35,Deep freeze,None,None,None,,0,None,None,Polar-Ice,Ice,None,58.3%,No,1,0,0,0,,3,0.5022,1,1,1,-3,-3,0,0,,,,,0,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Eridani VIII-b,,EridaniVIIIb,Rock,Moon,Rock Moon,Eridani,20,0.39,Deep freeze,Thin N2,None,Heavy metal,"Ag,Al,Be,Co,H2O,He-3,Ni,Pb",8,None,None,"Cratered,Desert-Rocky,Hills,Polar-Ice","Craters,Desert,Hills,Ice",Unknown,66.7%,Yes,1,0,0,0,Al,4,0.5022,2,1,2,-3,-3,0,0,"Ag,Al,Be,Co,H2O,He-3,Ni,Pb",,,,8,0,0,0,0%,-215,Ambient Cold,No,Deep freeze Thin N2,Rock Moon None,0
Eridani VIII-c,,EridaniVIIIc,Ice,Moon,Ice Moon,Eridani,20,0.10,Deep freeze,None,None,Chemical,"Cl,Cs,H2O,Li,SiH3Cl",5,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0,0,"Cl,Cs,H2O,Li,SiH3Cl",,,,5,0,0,0,0%,-219,Ambient Cold,No,Deep freeze None,Ice Moon None,0
Eridani VIII-d,,EridaniVIIId,Rock,Moon,Rock Moon,Eridani,20,0.50,Deep freeze,Thin N2,None,Safe,"Cl,Co,Fe,H2O,HnCn,Li,Ni,U",8,None,None,"Hills,Mountains,Ocean,Polar-Ice,SavannahBarren","Desert,Hills,Mountains,Ice",Unknown,66.7%,Yes,1,0,0,0,Fe,4,0.5022,2,1,6,1,0,0,0,"Cl,Co,Fe,H2O,HnCn,Li,Ni,U",,,,8,0,0,0,0%,-195,"Ambient Cold,Snow",No,Deep freeze Thin N2,Rock Moon None,0
Cassiopeia I,,CassiopeiaI,Rock,Planet,Rock Planet,Eta Cassiopeia,20,1.04,Temperate,Std O2,Average,Safe,"Ae,Cc,Cl,Co,Cu,F,Fi,H2O,Ni,Se,SM",11,Moderate (6),Moderate (5),"Archipelago,Desert-Sandy,Mountains,Ocean","Desert,Mountains,Ocean",Unknown,75.0%,Yes,0,0,0,0,"Ae,Se",4,0.0089,6,4,6,7,4,6,5,"Cl,Co,Cu,F,H2O,Ni","Ae,Cc,Fi,Se,SM","Cc,Se","Ae,Fi,SM",6,5,2,3,,,,,Temperate Std O2,Rock Planet Average,0
Cassiopeia II,,CassiopeiaII,Rock,Planet,Rock Planet,Eta Cassiopeia,20,1.12,Cold,High M,Average,Safe,"Cl,Co,H2O,Ni,Pt",5,None,None,"Hills,Polar-Ice,SavannahBarren","Hills,Ice,Savanna",Unknown,66.7%,Yes,0,0,0,0,,4,0.0000,5,4,6,7,3,0,0,"Cl,Co,H2O,Ni,Pt",,,,5,0,0,0,,,,,Cold High M,Rock Planet Average,0
Cassiopeia II-a,,CassiopeiaIIa,Rock,Moon,Rock Moon,Eta Cassiopeia,20,0.47,Temperate,Thin CO2,None,Biological,"Cl,H2O,He-3,Ni,Pb,SiH3Cl,U,W",8,None,None,"Desert-Rocky,Desert-Sandy,Forest,Hills,Mountains,Ocean,Polar-Ice,SavannahBarren,Wetlands","Desert,Forest,Hills,Mountains,Ocean,Ice,Savanna,Wetlands",Unknown,100.0%,Yes,0,0,0,0,,4,0.0089,4,1,5,2,0,0,0,"Cl,H2O,He-3,Ni,Pb,SiH3Cl,U,W",,,,8,0,0,0,,,,,Temperate Thin CO2,Rock Moon None,0
Cassiopeia III,,CassiopeiaIII,Rock,Planet,Rock Planet,Eta Cassiopeia,20,0.83,Frozen,Std N2,Powerful,Safe,"Cl,H2O,Ni,U",4,None,None,"Hills,Polar-Ice,SavannahBarren","Hills,Ice,Savanna",Unknown,66.7%,Yes,0,0,0,0,,4,0.2787,2,7,6,7,4,0,0,"Cl,H2O,Ni,U",,,,4,0,0,0,,,,,Frozen Std N2,Rock Planet Powerful,0
Cassiopeia III-a,,CassiopeiaIIIa,Barren,Moon,Barren Moon,Eta Cassiopeia,20,0.05,Frozen,None,None,None,"Al,He-3",2,None,None,Cratered,Craters,Unknown,58.3%,No,0,0,0,0,Al,3,0.2787,1,1,1,-3,-3,0,0,"Al,He-3",,,,2,0,0,0,,,,,Frozen None,Barren Moon None,0
Cassiopeia IV,,CassiopeiaIV,Gas giant,Planet,Gas giant Planet,Eta Cassiopeia,20,1.57,Deep freeze,H2,Extreme,None,,0,None,None,Ocean,Ocean,Unknown,58.3%,No,1,0,0,0,,2,0.5022,3,8,1,-2,-2,0,0,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Extreme,0
Cassiopeia IV-a,,CassiopeiaIVa,Rock,Moon,Rock Moon,Eta Cassiopeia,20,0.46,Temperate,Thin M,Weak,Radioactive,"AA,Cl,Fe,Fi,H2O,HnCn,Ir,MA,Me,Ni,Nu,Pi,Se,SM,Ta,Tx,U",17,Marginal (4),Marginal (6),"Archipelago,Desert-Rocky,Mountains,Ocean,SavannahBarren","Desert,Mountains,Ocean,Savanna",Unknown,75.0%,Yes,0,0,0,0,"Fe,Pi,Se",4,0.0089,5,3,4,3,1,4,6,"Cl,Fe,H2O,HnCn,Ir,Ni,Ta,U","AA,Fi,Me,MA,Nu,Pi,Se,SM,Tx","AA,Me,Nu,SM,Tx","Fi,MA,Pi,Se",8,9,5,4,,,,,Temperate Thin M,Rock Moon Weak,0
Cassiopeia IV-b,,CassiopeiaIVb,Ice,Moon,Ice Moon,Eta Cassiopeia,20,0.07,Deep freeze,None,None,Safe,"H2O,Ni",2,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,0,0,"H2O,Ni",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Cassiopeia IV-c,,CassiopeiaIVc,Ice,Moon,Ice Moon,Eta Cassiopeia,20,0.08,Deep freeze,None,None,Chemical,"H2O,Ni,Pt",3,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0,0,"H2O,Ni,Pt",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Fermi I,,FermiI,Rock,Planet,Rock Planet,Fermi,75,1.34,Inferno,High CO2,Weak,None,"Ag,Hg,Pb,U,V",5,Unknown,Unknown,"Desert-Sandy,Mountains","Desert,Mountains",Unknown,50.0%,No,1,0,0,0,,4,1.0000,4,3,1,-3,-3,0*,0*,"Ag,Hg,Pb,U,V",,,,5,0,0,0,,,,,Inferno High CO2,Rock Planet Weak,1
Fermi II,,FermiII,Rock,Planet,Rock Planet,Fermi,75,0.68,Inferno,Extr CO2,Powerful,None,"Ag,Fe,HnCn,Pb",4,None,None,"Desert-Rocky,Hills,Mountains","Desert,Hills,Mountains",Unknown,58.3%,No,1,2,0,0,Fe,4,1.0000,4,7,1,-3,-3,0,0,"Ag,Fe,HnCn,Pb",,,,4,0,0,0,0%,375,Ambient Heat,No,Inferno Extr CO2,Rock Planet Powerful,0
Fermi II-a,,FermiIIa,Barren,Moon,Barren Moon,Fermi,75,0.20,Temperate,None,None,None,"Al,Be,Eu,He-3",4,Unknown,Unknown,Cratered,Craters,Unknown,66.7%,No,0,0,0,0,Al,3,0.0089,1,1,1,-3,-3,0*,0*,"Al,Be,Eu,He-3",,,,4,0,0,0,,,,,Temperate None,Barren Moon None,0
Fermi III,,FermiIII,Rock,Planet,Rock Planet,Fermi,75,0.66,Temperate,Std O2,Average,Heavy metal,"AA,Ar,C6Hn,Cc,Fe,Fi,H2O,HnCn,Hy,Ir,MA,Me,Nu,Se,SM,Sp,Tx,U,V",19,Moderate (8),Moderate (6),"Desert-Sandy,Forest,Mountains,Ocean,Polar-Ice","Desert,Forest,Mountains,Ocean,Ice",Unknown,91.7%,Yes,0,0,0,0,"Fe,Se",4,0.0089,6,4,2,0,-1,8,6,"Ar,C6Hn,Fe,H2O,HnCn,Ir,U,V","AA,Cc,Fi,Hy,Me,MA,Nu,Se,Sp,SM,Tx","Cc,Fi,Nu,Se,SM","AA,Hy,Me,MA,Sp,Tx",8,11,5,6,,,,,Temperate Std O2,Rock Planet Average,0
Fermi III-a,,FermiIIIa,Barren,Moon,Barren Moon,Fermi,75,0.17,Temperate,None,None,None,"Al,Eu,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,66.7%,No,0,0,0,0,Al,3,0.0089,1,1,1,-3,-3,0*,0*,"Al,Eu,He-3",,,,3,0,0,0,,,,,Temperate None,Barren Moon None,0
Fermi III-b,,FermiIIIb,Barren,Moon,Barren Moon,Fermi,75,0.17,Temperate,None,None,None,"Fe,He-3",2,Unknown,Unknown,Cratered,Craters,Unknown,66.7%,No,0,0,0,0,Fe,3,0.0089,1,1,1,-3,-3,0*,0*,"Fe,He-3",,,,2,0,0,0,,,,,Temperate None,Barren Moon None,0
Fermi IV,,FermiIV,Rock,Planet,Rock Planet,Fermi,75,0.75,Cold,Std CO2,Average,Chemical,"Co,Cu,F,H2O,Ir,Ni,U,V",8,Unknown,Unknown,"Desert-Rocky,Hills,Polar-Ice,SavannahBarren","Desert,Hills,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,,4,0.0000,4,4,3,1,-1,1*,0*,"Co,Cu,F,H2O,Ir,Ni,U,V",,,,8,0,0,0,,,,,Cold Std CO2,Rock Planet Average,0
Fermi IV-a,,FermiIVa,Barren,Moon,Barren Moon,Fermi,75,0.07,Cold,None,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Al,3,0.0000,1,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Cold None,Barren Moon None,0
Fermi IV-b,,FermiIVb,Barren,Moon,Barren Moon,Fermi,75,0.09,Cold,None,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Al,3,0.0000,1,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Cold None,Barren Moon None,0
Fermi IX,,FermiIX,Gas giant,Planet,Gas giant Planet,Fermi,75,2.70,Deep freeze,H2,Extreme,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,4,,2,0.5022,3,8,1,-2,-2,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Extreme,0
Fermi IX-a,,FermiIXa,Ice,Moon,Ice Moon,Fermi,75,0.24,Deep freeze,None,None,Chemical,"Co,H2O,Ni",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Co,H2O,Ni",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Fermi IX-b,,FermiIXb,Ice,Moon,Ice Moon,Fermi,75,0.18,Deep freeze,None,None,Safe,"H2O,Ni,Pd",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"H2O,Ni,Pd",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Fermi IX-c,,FermiIXc,Ice,Moon,Ice Moon,Fermi,75,0.04,Deep freeze,None,None,Chemical,"Ar,C6Hn,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Ar,C6Hn,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Fermi IX-d,,FermiIXd,Barren,Moon,Barren Moon,Fermi,75,0.27,Deep freeze,Thin N2,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,0.5022,2,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Deep freeze Thin N2,Barren Moon None,0
Fermi IX-e,,FermiIXe,Ice,Moon,Ice Moon,Fermi,75,0.03,Deep freeze,None,None,Chemical,"Ar,H2O,R-COC",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Ar,H2O,R-COC",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Fermi V,,FermiV,Rock,Planet,Rock Planet,Fermi,75,0.97,Cold,Std CO2,Weak,None,"Cl,Co,H2O,Ni,Pb,Xe",6,Unknown,Unknown,"Desert-Rocky,Mountains,Polar-Ice,SavannahBarren","Desert,Mountains,Ice,Savanna",Unknown,50.0%,No,0,0,0,0,,4,0.0000,4,3,1,-3,-3,0*,0*,"Cl,Co,H2O,Ni,Pb,Xe",,,,6,0,0,0,,,,,Cold Std CO2,Rock Planet Weak,0
Fermi V-a,,FermiVa,Barren,Moon,Barren Moon,Fermi,75,0.11,Cold,None,None,None,"Al,He-3",2,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Al,3,0.0000,1,1,1,-3,-3,0*,0*,"Al,He-3",,,,2,0,0,0,,,,,Cold None,Barren Moon None,0
Fermi VI,,FermiVI,Rock,Planet,Rock Planet,Fermi,75,0.57,Frozen,Thin M,Very weak,Safe,"Cl,Cu,F,Fe,H2O,HnCn,SiH3Cl,Ta",8,Unknown,Unknown,"Desert-Rocky,Hills,Mountains,Polar-Ice,SavannahBarren","Desert,Hills,Mountains,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,Fe,4,0.2787,5,2,6,4,2,4*,2*,"Cl,Cu,F,Fe,H2O,HnCn,SiH3Cl,Ta",,,,8,0,0,0,,,,,Frozen Thin M,Rock Planet Very weak,0
Fermi VI-a,,FermiVIa,Barren,Moon,Barren Moon,Fermi,75,0.15,Frozen,None,None,None,"Fe,He-3",2,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Fe,3,0.2787,1,1,1,-3,-3,0*,0*,"Fe,He-3",,,,2,0,0,0,,,,,Frozen None,Barren Moon None,0
Fermi VII,,FermiVII,Gas giant,Planet,Gas giant Planet,Fermi,75,1.93,Deep freeze,H2,Strong,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,5,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Strong,0
Fermi VII-a,,FermiVIIa,Rock,Moon,Rock Moon,Fermi,75,0.47,Frozen,Std M,Very weak,Safe,"Co,Cu,F,H2O,MS,Ni,Pd,Pt,St,Tx,U",11,Unknown,Unknown,"Archipelago,Desert-Sandy,Ocean","Desert,Ocean",Unknown,58.3%,Yes,0,0,0,0,,4,0.2787,5,2,6,4,2,4*,2*,"Co,Cu,F,H2O,Ni,Pd,Pt,U","MS,St,Tx",MS,"St,Tx",8,3,1,2,,,,,Frozen Std M,Rock Moon Very weak,0
Fermi VII-b,,FermiVIIb,Rock,Moon,Rock Moon,Fermi,75,0.42,Deep freeze,Thin N2,None,None,"Al,Dy,Eu,H2O,He-3,Pb,W",7,None,None,"Cratered,Desert-Rocky,Mountains","Craters,Desert,Mountains",Unknown,58.3%,No,1,0,0,0,Al,4,0.5022,2,1,1,-4,-4,0,0,"Al,Dy,Eu,H2O,He-3,Pb,W",,,,7,0,0,0,0%,-202,"Ambient Cold, Solar Radiation",No,Deep freeze Thin N2,Rock Moon None,0
Fermi VII-c,,FermiVIIc,Rock,Moon,Rock Moon,Fermi,75,0.49,Temperate,Thin M,None,Chemical,"Al,Be,Cu,Fe,H2O,Nd,Ni,U",8,None,None,"Archipelago,Forest,Mountains,Ocean,Polar-Ice,SavannahBarren","Forest,Mountains,Ocean,Ice,Savanna",Unknown,100.0%,Yes,0,0,0,0,"Al,Fe",4,0.0089,5,1,3,0,-1,0,0,"Al,Be,Cu,Fe,H2O,Nd,Ni,U",,,,8,0,0,0,0%,19,None,Yes,Temperate Thin M,Rock Moon None,0
Fermi VIII,,FermiVIII,Gas giant,Planet,Gas giant Planet,Fermi,75,1.42,Deep freeze,H2,Powerful,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,7,1,-2,-2,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Powerful,0
Fermi VIII-a,,FermiVIIIa,Ice,Moon,Ice Moon,Fermi,75,0.31,Deep freeze,None,None,Heavy metal,"Ar,C6Hn,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,2,-2,-2,0*,0*,"Ar,C6Hn,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Fermi VIII-b,,FermiVIIIb,Rock,Moon,Rock Moon,Fermi,75,0.44,Deep freeze,None,None,None,"H2O,Pb",2,None,None,"Desert-Rocky,Ocean","Desert,Ocean",Unknown,58.3%,No,1,0,0,0,,4,0.5022,1,1,1,-5,-4,0,0,"H2O,Pb",,,,2,0,0,0,0%,-210,"Ambient Cold, Solar Radiation",No,Deep freeze None,Rock Moon None,0
Fermi VIII-c,,FermiVIIIc,Ice,Moon,Ice Moon,Fermi,75,0.09,Deep freeze,None,None,Safe,"Cl,H2O,SiH3Cl",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cl,H2O,SiH3Cl",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Fermi VIII-d,,FermiVIIId,Ice,Moon,Ice Moon,Fermi,75,0.20,Deep freeze,None,None,Safe,"Cu,F,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cu,F,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Fermi X,,FermiX,Barren,Planet,Barren Planet,Fermi,75,0.94,Deep freeze,None,Weak,None,"Fe,He-3,Ta,Yb",4,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Fe,3,0.5022,1,3,1,-4,-3,0*,0*,"Fe,He-3,Ta,Yb",,,,4,0,0,0,,,,,Deep freeze None,Barren Planet Weak,0
Feynman I,,FeynmanI,Rock,Planet,Rock Planet,Feynman,55,0.64,Inferno,Std M,None,None,"Cl,Cu,F,Ir,Li,SiH3Cl,SM,Tx,U,xF4",10,Primordial (3),None,"Desert-Rocky,Desert-Sandy,Hills,Mountains,SavannahBarren","Desert,Hills,Mountains,Savanna",Unknown,50.0%,No,1,0,3,0,,4,1.0000,5,1,1,-2,-2,3,0,"Cl,Cu,F,Ir,Li,SiH3Cl,U,xF4","SM,Tx",,"SM,Tx",8,2,0,2,,,,,Inferno Std M,Rock Planet None,1
Feynman II,,FeynmanII,Rock,Planet,Rock Planet,Feynman,55,0.48,Scorched,Thin CO2,Weak,None,"Ag,Ir,Pb,U,V",5,Unknown,Unknown,"Desert-Rocky,Desert-Sandy,Mountains","Desert,Mountains",Unknown,50.0%,No,0,0,0,0,,4,0.3875,4,3,1,-3,-3,0*,0*,"Ag,Ir,Pb,U,V",,,,5,0,0,0,,,,,Scorched Thin CO2,Rock Planet Weak,1
Feynman III,,FeynmanIII,Rock,Planet,Rock Planet,Feynman,55,1.63,Temperate,High O2,Powerful,Safe,"Am,Bi,Cl,Fe,Fi,H2O,HnCn,Ir,MA,Nu,Pi,Se,SM,Ta,Tx,U,V",17,Unknown,Unknown,"Archipelago,Desert-Sandy,Forest,Mountains,Ocean,Polar-Ice","Desert,Forest,Mountains,Ocean,Ice",Unknown,91.7%,Yes,0,0,0,0,"Fe,Pi,Se",4,0.0089,6,7,6,10,6,10*,6*,"Cl,Fe,H2O,HnCn,Ir,Ta,U,V","Am,Bi,Fi,MA,Nu,Pi,Se,SM,Tx","Fi,Nu,Se,Tx","Am,Bi,MA,Pi,SM",8,9,4,5,,,,,Temperate High O2,Rock Planet Powerful,0
Feynman IV,,FeynmanIV,Rock,Planet,Rock Planet,Feynman,55,0.57,Cold,Thin O2,Powerful,Safe,"Al,Ar,C6Hn,Cc,Cl,Fe,Fi,H2O,He-3,MA,Nu,Sd,Se,SiH3Cl,Tx",15,Unknown,Unknown,"Cratered,Mountains,Ocean,Polar-Ice,SavannahBarren","Craters,Mountains,Ocean,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,"Al,Fe,Se",4,0.0000,6,7,6,10,6,10*,6*,"Al,Ar,C6Hn,Cl,Fe,H2O,He-3,SiH3Cl","Cc,Fi,MA,Nu,Se,Sd,Tx","Fi,MA,Se,Tx","Cc,Nu,Sd",8,7,4,3,,,,,Cold Thin O2,Rock Planet Powerful,0
Feynman IX,,FeynmanIX,Barren,Planet,Barren Planet,Feynman,55,0.69,Deep freeze,None,Weak,None,"Al,Eu,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,0.5022,1,3,1,-4,-3,0*,0*,"Al,Eu,He-3",,,,3,0,0,0,,,,,Deep freeze None,Barren Planet Weak,0
Feynman IX-a,,FeynmanIXa,Ice,Moon,Ice Moon,Feynman,55,0.07,Deep freeze,None,None,Chemical,"H2O,Pb",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"H2O,Pb",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Feynman V,,FeynmanV,Rock,Planet,Rock Planet,Feynman,55,0.65,Cold,Std O2,Powerful,Chemical,"Co,Cu,F,H2O,IL,Ni,Pb,W",8,Unknown,Unknown,"Desert-Rocky,Polar-Ice,SavannahBarren","Desert,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,,4,0.0000,6,7,3,3,1,3*,1*,"Co,Cu,F,H2O,IL,Ni,Pb,W",,,,8,0,0,0,,,,,Cold Std O2,Rock Planet Powerful,0
Feynman V-a,,FeynmanVa,Barren,Moon,Barren Moon,Feynman,55,0.06,Cold,None,None,None,"Fe,He-3,HnCn",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Fe,3,0.0000,1,1,1,-3,-3,0*,0*,"Fe,He-3,HnCn",,,,3,0,0,0,,,,,Cold None,Barren Moon None,0
Feynman V-b,,FeynmanVb,Barren,Moon,Barren Moon,Feynman,55,0.07,Cold,None,None,None,,0,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,,3,0.0000,1,1,1,-3,-3,0*,0*,,,,,0,0,0,0,,,,,Cold None,Barren Moon None,0
Feynman VI,,FeynmanVI,Gas giant,Planet,Gas giant Planet,Feynman,55,2.45,Deep freeze,H2,Strong,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,4,,2,0.5022,3,5,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Strong,0
Feynman VI-a,,FeynmanVIa,Ice,Moon,Ice Moon,Feynman,55,0.05,Deep freeze,None,None,Safe,"H2O,Pd,W",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"H2O,Pd,W",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Feynman VI-b,,FeynmanVIb,Barren,Moon,Barren Moon,Feynman,55,0.28,Deep freeze,None,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,0.5022,1,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Deep freeze None,Barren Moon None,0
Feynman VI-c,,FeynmanVIc,Ice,Moon,Ice Moon,Feynman,55,0.28,Deep freeze,None,None,Chemical,"H2O,Pb,W",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"H2O,Pb,W",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Feynman VII,,FeynmanVII,Gas giant,Planet,Gas giant Planet,Feynman,55,4.66,Deep freeze,H2,Extreme,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,4,,2,0.5022,3,8,1,-2,-2,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Extreme,0
Feynman VII-a,,FeynmanVIIa,Ice,Moon,Ice Moon,Feynman,55,0.19,Deep freeze,None,None,Safe,"Ar,H2O,R-COC",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Ar,H2O,R-COC",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
